branch,order_id,order_dt,category,menu,sweet_level,price,cost,qty,revenue,gross_profit,gross_margin,trans_type,payment,gender,membership,member_id,time_of_day,is_holiday,is_weekend,order_wait_time,order_wait_time_cat,date,day_name,iso_week_number
alpha,alpha034130,19/1/2024 14:44:00,coffee,Mocha,0.25,70,30.1,1,70,39.9,0.57,delivery,credit card,M,TRUE,875,afternoon,FALSE,FALSE,11.64996471,very long,19/1/2024,Friday,3
alpha,alpha034130,19/1/2024 14:44:00,coffee,Cappuccino,0.25,75,27.75,3,225,141.75,0.63,delivery,credit card,M,TRUE,875,afternoon,FALSE,FALSE,11.64996471,very long,19/1/2024,Friday,3
alpha,alpha034130,19/1/2024 14:44:00,bakery,Cheesecake,,120,72,1,120,48,0.4,delivery,credit card,M,TRUE,875,afternoon,FALSE,FALSE,11.64996471,very long,19/1/2024,Friday,3
alpha,alpha034131,19/1/2024 14:56:00,tea,Green Tea,0.25,65,24.7,1,65,40.3,0.62,to go,credit card,F,FALSE,,afternoon,FALSE,FALSE,1.828898282,very short,19/1/2024,Friday,3
alpha,alpha034132,19/1/2024 14:57:00,smoothie,Kiwi Smoothie,0.25,90,40.5,1,90,49.5,0.55,eat in,mobile,M,TRUE,25,afternoon,FALSE,FALSE,2.959250004,short,19/1/2024,Friday,3
alpha,alpha034133,19/1/2024 15:02:00,smoothie,Watermelon Smoothie,0.25,75,30,1,75,45,0.6,to go,mobile,F,FALSE,,afternoon,FALSE,FALSE,2.789569635,short,19/1/2024,Friday,3
alpha,alpha034134,19/1/2024 15:05:00,bakery,Croissant,,85,46.75,2,170,76.5,0.45,eat in,mobile,M,TRUE,32,afternoon,FALSE,FALSE,2.267796741,short,19/1/2024,Friday,3
alpha,alpha034135,19/1/2024 15:06:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,to go,mobile,F,FALSE,,afternoon,FALSE,FALSE,2.014352023,short,19/1/2024,Friday,3
alpha,alpha034136,19/1/2024 15:08:00,tea,Bubble Tea,0.5,70,17.5,2,140,105,0.75,to go,mobile,M,FALSE,,afternoon,FALSE,FALSE,2.837093666,short,19/1/2024,Friday,3
alpha,alpha034137,19/1/2024 15:13:00,bakery,Croissant,,85,46.75,1,85,38.25,0.45,to go,credit card,F,FALSE,,afternoon,FALSE,FALSE,2.357018374,short,19/1/2024,Friday,3
alpha,alpha034138,19/1/2024 15:15:00,bakery,Croissant,,85,46.75,1,85,38.25,0.45,to go,credit card,F,TRUE,1638,afternoon,FALSE,FALSE,6.519815898,moderate,19/1/2024,Friday,3
alpha,alpha034138,19/1/2024 15:15:00,tea,Bubble Tea,0.25,70,17.5,1,70,52.5,0.75,to go,credit card,F,TRUE,1638,afternoon,FALSE,FALSE,6.519815898,moderate,19/1/2024,Friday,3
alpha,alpha034139,19/1/2024 15:16:00,smoothie,Strawberry Smoothie,0.25,85,25.5,3,255,178.5,0.7,eat in,credit card,F,TRUE,12,afternoon,FALSE,FALSE,5.167051574,moderate,19/1/2024,Friday,3
alpha,alpha034140,19/1/2024 15:22:00,tea,Bubble Tea,0.5,70,17.5,1,70,52.5,0.75,delivery,credit card,F,TRUE,1673,afternoon,FALSE,FALSE,2.043004321,short,19/1/2024,Friday,3
alpha,alpha034141,19/1/2024 15:23:00,tea,Thai Tea,0.25,70,17.5,1,70,52.5,0.75,delivery,gift card,F,FALSE,,afternoon,FALSE,FALSE,12.28947265,very long,19/1/2024,Friday,3
alpha,alpha034141,19/1/2024 15:23:00,bakery,Cheesecake,,120,72,4,480,192,0.4,delivery,gift card,F,FALSE,,afternoon,FALSE,FALSE,12.28947265,very long,19/1/2024,Friday,3
alpha,alpha034142,19/1/2024 15:26:00,smoothie,Watermelon Smoothie,0.25,75,30,3,225,135,0.6,delivery,credit card,M,TRUE,867,afternoon,FALSE,FALSE,7.249954201,moderate,19/1/2024,Friday,3
alpha,alpha034143,19/1/2024 15:29:00,coffee,Cappuccino,0.5,75,27.75,1,75,47.25,0.63,to go,mobile,M,FALSE,,afternoon,FALSE,FALSE,2.293994935,short,19/1/2024,Friday,3
alpha,alpha034144,19/1/2024 15:33:00,tea,Thai Tea,0.5,70,17.5,2,140,105,0.75,to go,mobile,M,FALSE,,afternoon,FALSE,FALSE,2.609284975,short,19/1/2024,Friday,3
alpha,alpha034145,19/1/2024 15:35:00,coffee,Iced Latte,0.25,65,22.75,1,65,42.25,0.65,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,2.584220031,short,19/1/2024,Friday,3
alpha,alpha034146,19/1/2024 15:37:00,bakery,Muffin,,60,27,1,60,33,0.55,to go,credit card,F,FALSE,,afternoon,FALSE,FALSE,5.32714169,moderate,19/1/2024,Friday,3
alpha,alpha034146,19/1/2024 15:37:00,coffee,Iced Americano,0.25,45,13.5,1,45,31.5,0.7,to go,credit card,F,FALSE,,afternoon,FALSE,FALSE,5.32714169,moderate,19/1/2024,Friday,3
alpha,alpha034147,19/1/2024 15:39:00,tea,Jasmine Tea,0.75,50,10,1,50,40,0.8,eat in,mobile,F,TRUE,13,afternoon,FALSE,FALSE,6.50997725,moderate,19/1/2024,Friday,3
alpha,alpha034147,19/1/2024 15:39:00,bakery,Sandwich,,80,28,1,80,52,0.65,eat in,mobile,F,TRUE,13,afternoon,FALSE,FALSE,6.50997725,moderate,19/1/2024,Friday,3
alpha,alpha034148,19/1/2024 15:43:00,bakery,Muffin,,60,27,2,120,66,0.55,to go,mobile,F,FALSE,,afternoon,FALSE,FALSE,7.793743893,moderate,19/1/2024,Friday,3
alpha,alpha034148,19/1/2024 15:43:00,coffee,Iced Latte,0.25,65,22.75,2,130,84.5,0.65,to go,mobile,F,FALSE,,afternoon,FALSE,FALSE,7.793743893,moderate,19/1/2024,Friday,3
alpha,alpha034148,19/1/2024 15:43:00,tea,Yuzu Tea,0.25,70,24.5,2,140,91,0.65,to go,mobile,F,FALSE,,afternoon,FALSE,FALSE,7.793743893,moderate,19/1/2024,Friday,3
alpha,alpha034149,19/1/2024 15:46:00,tea,Thai Tea,0.5,70,17.5,1,70,52.5,0.75,to go,credit card,F,TRUE,1659,afternoon,FALSE,FALSE,1.643405545,very short,19/1/2024,Friday,3
alpha,alpha034150,19/1/2024 15:54:00,bakery,Sandwich,,80,28,1,80,52,0.65,to go,credit card,M,FALSE,,afternoon,FALSE,FALSE,2.014352023,short,19/1/2024,Friday,3
alpha,alpha034151,19/1/2024 15:55:00,smoothie,Watermelon Smoothie,0.5,75,30,4,300,180,0.6,to go,mobile,F,TRUE,1630,afternoon,FALSE,FALSE,8.073859259,long,19/1/2024,Friday,3
alpha,alpha034152,19/1/2024 15:56:00,tea,Green Tea,0.75,65,24.7,1,65,40.3,0.62,eat in,credit card,M,FALSE,,afternoon,FALSE,FALSE,4.033994216,short,19/1/2024,Friday,3
alpha,alpha034152,19/1/2024 15:56:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,eat in,credit card,M,FALSE,,afternoon,FALSE,FALSE,4.033994216,short,19/1/2024,Friday,3
alpha,alpha034153,19/1/2024 16:00:00,bakery,Donut,,40,12,3,120,84,0.7,eat in,mobile,M,FALSE,,afternoon,FALSE,FALSE,7.241769078,moderate,19/1/2024,Friday,3
alpha,alpha034153,19/1/2024 16:00:00,coffee,Iced Latte,0.75,65,22.75,3,195,126.75,0.65,eat in,mobile,M,FALSE,,afternoon,FALSE,FALSE,7.241769078,moderate,19/1/2024,Friday,3
alpha,alpha034154,19/1/2024 16:11:00,bakery,Donut,,40,12,2,80,56,0.7,eat in,mobile,F,FALSE,,afternoon,FALSE,FALSE,2.595034892,short,19/1/2024,Friday,3
alpha,alpha034155,19/1/2024 16:12:00,tea,Bubble Tea,0.25,70,17.5,3,210,157.5,0.75,to go,credit card,F,FALSE,,afternoon,FALSE,FALSE,5.429638359,moderate,19/1/2024,Friday,3
alpha,alpha034156,19/1/2024 16:18:00,tea,Bubble Tea,0.5,70,17.5,2,140,105,0.75,to go,mobile,F,TRUE,1697,afternoon,FALSE,FALSE,2.768347388,short,19/1/2024,Friday,3
alpha,alpha034157,19/1/2024 16:21:00,bakery,Muffin,,60,27,1,60,33,0.55,to go,cash,F,TRUE,901,afternoon,FALSE,FALSE,4.929743434,short,19/1/2024,Friday,3
alpha,alpha034158,19/1/2024 16:24:00,coffee,Iced Latte,0.5,65,22.75,1,65,42.25,0.65,to go,credit card,F,TRUE,895,afternoon,FALSE,FALSE,7.036168281,moderate,19/1/2024,Friday,3
alpha,alpha034158,19/1/2024 16:24:00,bakery,Donut,,40,12,1,40,28,0.7,to go,credit card,F,TRUE,895,afternoon,FALSE,FALSE,7.036168281,moderate,19/1/2024,Friday,3
alpha,alpha034158,19/1/2024 16:24:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,eat in,mobile,F,FALSE,,afternoon,FALSE,FALSE,7.036168281,moderate,19/1/2024,Friday,3
alpha,alpha034159,19/1/2024 16:26:00,coffee,Cappuccino,0.25,75,27.75,1,75,47.25,0.63,eat in,credit card,M,TRUE,1689,afternoon,FALSE,FALSE,3.170450677,short,19/1/2024,Friday,3
alpha,alpha034160,19/1/2024 16:30:00,coffee,Mocha,1,70,30.1,2,140,79.8,0.57,to go,credit card,F,TRUE,874,afternoon,FALSE,FALSE,11.33032373,very long,19/1/2024,Friday,3
alpha,alpha034160,19/1/2024 16:30:00,bakery,Cheesecake,,120,72,2,240,96,0.4,to go,credit card,F,TRUE,874,afternoon,FALSE,FALSE,11.33032373,very long,19/1/2024,Friday,3
alpha,alpha034160,19/1/2024 16:30:00,bakery,Cookie,,85,29.75,2,170,110.5,0.65,to go,credit card,F,TRUE,874,afternoon,FALSE,FALSE,11.33032373,very long,19/1/2024,Friday,3
alpha,alpha034161,19/1/2024 16:34:00,bakery,Cheesecake,,120,72,4,480,192,0.4,delivery,mobile,F,FALSE,,afternoon,FALSE,FALSE,32.66102459,very long,19/1/2024,Friday,3
alpha,alpha034161,19/1/2024 16:34:00,bakery,Croissant,,85,46.75,4,340,153,0.45,delivery,mobile,F,FALSE,,afternoon,FALSE,FALSE,32.66102459,very long,19/1/2024,Friday,3
alpha,alpha034161,19/1/2024 16:34:00,coffee,Mocha,0.5,70,30.1,4,280,159.6,0.57,delivery,mobile,F,FALSE,,afternoon,FALSE,FALSE,32.66102459,very long,19/1/2024,Friday,3
alpha,alpha034161,19/1/2024 16:34:00,bakery,Cookie,,85,29.75,4,340,221,0.65,delivery,mobile,F,FALSE,,afternoon,FALSE,FALSE,32.66102459,very long,19/1/2024,Friday,3
alpha,alpha034162,19/1/2024 16:35:00,tea,Bubble Tea,0.25,70,17.5,1,70,52.5,0.75,eat in,mobile,F,TRUE,33,afternoon,FALSE,FALSE,2.481881206,short,19/1/2024,Friday,3
alpha,alpha034163,19/1/2024 16:48:00,coffee,Nitro Flat White,0,155,74.4,1,155,80.6,0.52,eat in,credit card,F,TRUE,872,afternoon,FALSE,FALSE,6.228243677,moderate,19/1/2024,Friday,3
alpha,alpha034163,19/1/2024 16:48:00,bakery,Croissant,,85,46.75,1,85,38.25,0.45,eat in,credit card,F,TRUE,872,afternoon,FALSE,FALSE,6.228243677,moderate,19/1/2024,Friday,3
alpha,alpha034164,19/1/2024 16:50:00,smoothie,Watermelon Smoothie,0,75,30,2,150,90,0.6,to go,credit card,M,TRUE,867,afternoon,FALSE,FALSE,5.873451641,moderate,19/1/2024,Friday,3
alpha,alpha034164,19/1/2024 16:50:00,bakery,Sandwich,,80,28,2,160,104,0.65,to go,credit card,M,TRUE,867,afternoon,FALSE,FALSE,5.873451641,moderate,19/1/2024,Friday,3
alpha,alpha034165,19/1/2024 16:51:00,smoothie,Kiwi Smoothie,0.5,90,40.5,1,90,49.5,0.55,to go,credit card,F,TRUE,881,afternoon,FALSE,FALSE,2.524491062,short,19/1/2024,Friday,3
alpha,alpha034166,19/1/2024 17:00:00,tea,Thai Tea,0.5,70,17.5,1,70,52.5,0.75,to go,credit card,F,TRUE,884,evening,FALSE,FALSE,2.899615352,short,19/1/2024,Friday,3
alpha,alpha034167,19/1/2024 17:02:00,smoothie,Mango Smoothie,0.75,90,31.5,2,180,117,0.65,delivery,mobile,F,TRUE,1681,evening,FALSE,FALSE,6.19503125,moderate,19/1/2024,Friday,3
alpha,alpha034167,19/1/2024 17:02:00,bakery,Croissant,,85,46.75,2,170,76.5,0.45,delivery,mobile,F,TRUE,1681,evening,FALSE,FALSE,6.19503125,moderate,19/1/2024,Friday,3
alpha,alpha034168,19/1/2024 17:08:00,coffee,Americano,0.25,45,14.4,1,45,30.6,0.68,eat in,mobile,M,FALSE,,evening,FALSE,FALSE,3.282451069,short,19/1/2024,Friday,3
alpha,alpha034169,19/1/2024 17:12:00,tea,Black Tea,0.25,40,8,1,40,32,0.8,delivery,mobile,M,FALSE,,evening,FALSE,FALSE,7.13694001,moderate,19/1/2024,Friday,3
alpha,alpha034169,19/1/2024 17:12:00,tea,Green Tea,0.5,65,24.7,3,195,120.9,0.62,delivery,mobile,M,FALSE,,evening,FALSE,FALSE,7.13694001,moderate,19/1/2024,Friday,3
alpha,alpha034170,19/1/2024 17:13:00,coffee,Iced Latte,0.25,65,22.75,1,65,42.25,0.65,eat in,cash,F,TRUE,891,evening,FALSE,FALSE,8.42711527,long,19/1/2024,Friday,3
alpha,alpha034170,19/1/2024 17:13:00,bakery,Cookie,,85,29.75,1,85,55.25,0.65,eat in,cash,F,TRUE,891,evening,FALSE,FALSE,8.42711527,long,19/1/2024,Friday,3
alpha,alpha034171,19/1/2024 17:22:00,tea,Thai Tea,0.25,70,17.5,2,140,105,0.75,eat in,credit card,F,TRUE,1683,evening,FALSE,FALSE,2.324542809,short,19/1/2024,Friday,3
alpha,alpha034172,19/1/2024 17:33:00,bakery,Cheesecake,,120,72,1,120,48,0.4,to go,mobile,M,TRUE,900,evening,FALSE,FALSE,2.646966722,short,19/1/2024,Friday,3
alpha,alpha034173,19/1/2024 17:41:00,coffee,Latte,0.5,65,27.95,1,65,37.05,0.57,eat in,credit card,M,FALSE,,evening,FALSE,FALSE,2.754526743,short,19/1/2024,Friday,3
alpha,alpha034174,19/1/2024 17:49:00,coffee,Nitro Flat White,0.25,155,74.4,1,155,80.6,0.52,to go,cash,F,FALSE,,evening,FALSE,FALSE,5.967553187,moderate,19/1/2024,Friday,3
alpha,alpha034175,19/1/2024 17:50:00,coffee,Iced Latte,0.25,65,22.75,1,65,42.25,0.65,eat in,credit card,M,TRUE,63,evening,FALSE,FALSE,2.906019101,short,19/1/2024,Friday,3
alpha,alpha034176,19/1/2024 17:51:00,bakery,Cheesecake,,120,72,1,120,48,0.4,to go,mobile,F,TRUE,16,evening,FALSE,FALSE,2.856696028,short,19/1/2024,Friday,3
alpha,alpha034177,19/1/2024 18:01:00,bakery,Muffin,,60,27,2,120,66,0.55,to go,mobile,F,TRUE,898,evening,FALSE,FALSE,5.759688076,moderate,19/1/2024,Friday,3
alpha,alpha034177,19/1/2024 18:01:00,coffee,Iced Americano,1,45,13.5,2,90,63,0.7,to go,mobile,F,TRUE,898,evening,FALSE,FALSE,5.759688076,moderate,19/1/2024,Friday,3
alpha,alpha034178,19/1/2024 18:20:00,bakery,Muffin,,60,27,3,180,99,0.55,to go,credit card,M,TRUE,1658,evening,FALSE,FALSE,3.083480385,short,19/1/2024,Friday,3
alpha,alpha034179,19/1/2024 18:24:00,bakery,Muffin,,60,27,1,60,33,0.55,to go,credit card,F,FALSE,,evening,FALSE,FALSE,6.320248937,moderate,19/1/2024,Friday,3
alpha,alpha034179,19/1/2024 18:24:00,coffee,Mocha,0.75,70,30.1,1,70,39.9,0.57,to go,credit card,F,FALSE,,evening,FALSE,FALSE,6.320248937,moderate,19/1/2024,Friday,3
alpha,alpha034180,19/1/2024 18:35:00,tea,Bubble Tea,0.25,70,17.5,3,210,157.5,0.75,delivery,credit card,F,FALSE,,evening,FALSE,FALSE,28.11389563,very long,19/1/2024,Friday,3
alpha,alpha034180,19/1/2024 18:35:00,bakery,Cookie,,85,29.75,5,425,276.25,0.65,delivery,credit card,F,FALSE,,evening,FALSE,FALSE,28.11389563,very long,19/1/2024,Friday,3
alpha,alpha034180,19/1/2024 18:35:00,coffee,Iced Latte,0.5,65,22.75,5,325,211.25,0.65,delivery,credit card,F,FALSE,,evening,FALSE,FALSE,28.11389563,very long,19/1/2024,Friday,3
alpha,alpha034181,19/1/2024 18:39:00,coffee,Espresso,0.5,55,20.35,1,55,34.65,0.63,to go,mobile,F,TRUE,13,evening,FALSE,FALSE,3.278512439,short,19/1/2024,Friday,3
alpha,alpha034182,19/1/2024 18:44:00,smoothie,Mango Smoothie,0.5,90,31.5,2,180,117,0.65,eat in,mobile,F,FALSE,,evening,FALSE,FALSE,2.411542337,short,19/1/2024,Friday,3
alpha,alpha034183,19/1/2024 18:45:00,tea,Green Tea,1,65,24.7,1,65,40.3,0.62,to go,mobile,F,TRUE,890,evening,FALSE,FALSE,2.35255966,short,19/1/2024,Friday,3
alpha,alpha034184,19/1/2024 18:54:00,smoothie,Mango Smoothie,0.5,90,31.5,2,180,117,0.65,eat in,credit card,F,FALSE,,evening,FALSE,FALSE,3.575361996,short,19/1/2024,Friday,3
alpha,alpha034185,19/1/2024 18:55:00,tea,Jasmine Tea,0.5,50,10,2,100,80,0.8,to go,credit card,M,TRUE,47,evening,FALSE,FALSE,8.237250766,long,19/1/2024,Friday,3
alpha,alpha034185,19/1/2024 18:55:00,bakery,Muffin,,60,27,2,120,66,0.55,to go,credit card,M,TRUE,47,evening,FALSE,FALSE,8.237250766,long,19/1/2024,Friday,3
alpha,alpha034186,19/1/2024 18:59:00,tea,Green Tea,0.5,65,24.7,1,65,40.3,0.62,to go,mobile,M,TRUE,882,evening,FALSE,FALSE,2.617824799,short,19/1/2024,Friday,3
alpha,alpha034187,19/1/2024 19:27:00,coffee,Espresso,0,55,20.35,1,55,34.65,0.63,eat in,mobile,F,TRUE,1702,evening,FALSE,FALSE,5.485639648,moderate,19/1/2024,Friday,3
alpha,alpha034187,19/1/2024 19:27:00,bakery,Muffin,,60,27,1,60,33,0.55,to go,gift card,M,FALSE,,evening,FALSE,FALSE,5.485639648,moderate,19/1/2024,Friday,3
alpha,alpha034188,19/1/2024 19:29:00,tea,Black Tea,0.75,40,8,2,80,64,0.8,eat in,mobile,F,FALSE,,evening,FALSE,FALSE,3.67125795,short,19/1/2024,Friday,3
alpha,alpha034189,19/1/2024 19:42:00,bakery,Muffin,,60,27,1,60,33,0.55,to go,credit card,M,TRUE,871,evening,FALSE,FALSE,11.40480634,very long,19/1/2024,Friday,3
alpha,alpha034189,19/1/2024 19:42:00,coffee,Iced Americano,0.75,45,13.5,1,45,31.5,0.7,to go,credit card,M,TRUE,871,evening,FALSE,FALSE,11.40480634,very long,19/1/2024,Friday,3
alpha,alpha034190,19/1/2024 19:44:00,bakery,Cheesecake,,120,72,1,120,48,0.4,delivery,mobile,F,FALSE,,evening,FALSE,FALSE,9.83970219,long,19/1/2024,Friday,3
alpha,alpha034190,19/1/2024 19:44:00,coffee,Americano,0.25,45,14.4,2,90,61.2,0.68,delivery,mobile,F,FALSE,,evening,FALSE,FALSE,9.83970219,long,19/1/2024,Friday,3
alpha,alpha034191,19/1/2024 20:20:00,smoothie,Watermelon Smoothie,0,75,30,1,75,45,0.6,eat in,mobile,F,FALSE,,night,FALSE,FALSE,2.987075067,short,19/1/2024,Friday,3
alpha,alpha034192,19/1/2024 20:21:00,coffee,Iced Latte,0.75,65,22.75,2,130,84.5,0.65,to go,credit card,M,FALSE,,night,FALSE,FALSE,2.824981996,short,19/1/2024,Friday,3
alpha,alpha034193,19/1/2024 20:34:00,bakery,Sandwich,,80,28,5,400,260,0.65,to go,credit card,F,FALSE,,night,FALSE,FALSE,8.698639433,long,19/1/2024,Friday,3
alpha,alpha034194,19/1/2024 20:47:00,smoothie,Watermelon Smoothie,0,75,30,1,75,45,0.6,eat in,credit card,M,TRUE,900,night,FALSE,FALSE,2.329135769,short,19/1/2024,Friday,3
alpha,alpha034195,19/1/2024 20:52:00,bakery,Sandwich,,80,28,1,80,52,0.65,to go,cash,M,FALSE,,night,FALSE,FALSE,3.223991125,short,19/1/2024,Friday,3
alpha,alpha034196,19/1/2024 21:58:00,bakery,Croissant,,85,46.75,1,85,38.25,0.45,eat in,credit card,F,FALSE,,night,FALSE,FALSE,6.75544206,moderate,19/1/2024,Friday,3
alpha,alpha034196,19/1/2024 21:58:00,bakery,Sandwich,,80,28,1,80,52,0.65,eat in,credit card,F,FALSE,,night,FALSE,FALSE,6.75544206,moderate,19/1/2024,Friday,3
alpha,alpha034197,20/1/2024 7:01:00,coffee,Iced Americano,0.75,45,13.5,2,90,63,0.7,eat in,credit card,M,FALSE,,morning,FALSE,TRUE,5.145142882,moderate,20/1/2024,Saturday,3
alpha,alpha034198,20/1/2024 8:14:00,tea,Thai Tea,0.5,70,17.5,3,210,157.5,0.75,delivery,mobile,F,TRUE,54,morning,FALSE,TRUE,13.43774107,very long,20/1/2024,Saturday,3
alpha,alpha034198,20/1/2024 8:14:00,smoothie,Mango Smoothie,0.25,90,31.5,3,270,175.5,0.65,delivery,mobile,F,TRUE,54,morning,FALSE,TRUE,13.43774107,very long,20/1/2024,Saturday,3
alpha,alpha034199,20/1/2024 8:24:00,coffee,Iced Latte,0.25,65,22.75,2,130,84.5,0.65,eat in,mobile,M,TRUE,869,morning,FALSE,TRUE,3.169697579,short,20/1/2024,Saturday,3
alpha,alpha034200,20/1/2024 8:27:00,tea,Thai Tea,0.5,70,17.5,1,70,52.5,0.75,to go,mobile,M,TRUE,1653,morning,FALSE,TRUE,4.882098009,short,20/1/2024,Saturday,3
alpha,alpha034201,20/1/2024 8:37:00,coffee,Iced Americano,0.25,45,13.5,1,45,31.5,0.7,to go,credit card,F,TRUE,870,morning,FALSE,TRUE,2.450806509,short,20/1/2024,Saturday,3
alpha,alpha034202,20/1/2024 8:41:00,tea,Thai Tea,0.75,70,17.5,1,70,52.5,0.75,eat in,credit card,M,FALSE,,morning,FALSE,TRUE,3.357568149,short,20/1/2024,Saturday,3
alpha,alpha034203,20/1/2024 9:02:00,tea,Thai Tea,0.25,70,17.5,1,70,52.5,0.75,to go,mobile,M,FALSE,,morning,FALSE,TRUE,3.204799795,short,20/1/2024,Saturday,3
alpha,alpha034204,20/1/2024 9:18:00,bakery,Cheesecake,,120,72,1,120,48,0.4,to go,mobile,M,FALSE,,morning,FALSE,TRUE,5.042970844,moderate,20/1/2024,Saturday,3
alpha,alpha034205,20/1/2024 9:33:00,tea,Black Tea,1,40,8,1,40,32,0.8,eat in,mobile,F,FALSE,,morning,FALSE,TRUE,4.929410723,short,20/1/2024,Saturday,3
alpha,alpha034206,20/1/2024 10:44:00,coffee,Latte,0.5,65,27.95,1,65,37.05,0.57,delivery,mobile,M,FALSE,,morning,FALSE,TRUE,3.347323589,short,20/1/2024,Saturday,3
alpha,alpha034207,20/1/2024 11:21:00,coffee,Iced Latte,0.25,65,22.75,1,65,42.25,0.65,delivery,credit card,M,TRUE,51,noon,FALSE,TRUE,7.380728789,moderate,20/1/2024,Saturday,3
alpha,alpha034208,20/1/2024 11:53:00,tea,Yuzu Tea,0.5,70,24.5,2,140,91,0.65,to go,mobile,F,FALSE,,noon,FALSE,TRUE,7.001434618,moderate,20/1/2024,Saturday,3
alpha,alpha034209,20/1/2024 12:00:00,coffee,Americano,0.5,45,14.4,3,135,91.8,0.68,to go,credit card,M,TRUE,873,noon,FALSE,TRUE,9.234063385,long,20/1/2024,Saturday,3
alpha,alpha034210,20/1/2024 12:13:00,tea,Bubble Tea,0.75,70,17.5,4,280,210,0.75,delivery,credit card,M,TRUE,1,noon,FALSE,TRUE,7.858065421,moderate,20/1/2024,Saturday,3
alpha,alpha034211,20/1/2024 12:45:00,coffee,Latte,0.75,65,27.95,1,65,37.05,0.57,delivery,mobile,F,FALSE,,noon,FALSE,TRUE,11.11706089,very long,20/1/2024,Saturday,3
alpha,alpha034211,20/1/2024 12:45:00,coffee,Mocha Cold Brew,0,165,79.2,3,495,257.4,0.52,delivery,mobile,F,FALSE,,noon,FALSE,TRUE,11.11706089,very long,20/1/2024,Saturday,3
alpha,alpha034212,20/1/2024 13:01:00,bakery,Sandwich,,80,28,1,80,52,0.65,eat in,mobile,F,TRUE,880,afternoon,FALSE,TRUE,10.07391326,long,20/1/2024,Saturday,3
alpha,alpha034212,20/1/2024 13:01:00,coffee,Latte,0,65,27.95,1,65,37.05,0.57,eat in,mobile,F,TRUE,880,afternoon,FALSE,TRUE,10.07391326,long,20/1/2024,Saturday,3
alpha,alpha034213,20/1/2024 13:03:00,tea,Thai Tea,0.25,70,17.5,8,560,420,0.75,to go,mobile,M,TRUE,900,afternoon,FALSE,TRUE,16.01224593,very long,20/1/2024,Saturday,3
alpha,alpha034214,20/1/2024 13:11:00,coffee,Nitro Flat White,0.5,155,74.4,2,310,161.2,0.52,delivery,credit card,F,TRUE,1640,afternoon,FALSE,TRUE,5.706126483,moderate,20/1/2024,Saturday,3
alpha,alpha034214,20/1/2024 13:11:00,bakery,Donut,,40,12,2,80,56,0.7,delivery,credit card,F,TRUE,1640,afternoon,FALSE,TRUE,5.706126483,moderate,20/1/2024,Saturday,3
alpha,alpha034215,20/1/2024 13:36:00,smoothie,Kiwi Smoothie,0.25,90,40.5,1,90,49.5,0.55,to go,mobile,F,FALSE,,afternoon,FALSE,TRUE,3.174173474,short,20/1/2024,Saturday,3
alpha,alpha034216,20/1/2024 14:53:00,coffee,Latte,0.5,65,27.95,1,65,37.05,0.57,delivery,credit card,F,TRUE,54,afternoon,FALSE,TRUE,2.569954349,short,20/1/2024,Saturday,3
alpha,alpha034217,20/1/2024 14:55:00,coffee,Mocha Cold Brew,0.25,165,79.2,1,165,85.8,0.52,eat in,credit card,F,FALSE,,afternoon,FALSE,TRUE,3.764107062,short,20/1/2024,Saturday,3
alpha,alpha034218,20/1/2024 15:22:00,coffee,Iced Latte,0.75,65,22.75,2,130,84.5,0.65,to go,mobile,F,TRUE,69,afternoon,FALSE,TRUE,7.514232411,moderate,20/1/2024,Saturday,3
alpha,alpha034218,20/1/2024 15:22:00,bakery,Cookie,,85,29.75,2,170,110.5,0.65,to go,mobile,F,TRUE,69,afternoon,FALSE,TRUE,7.514232411,moderate,20/1/2024,Saturday,3
alpha,alpha034218,20/1/2024 15:22:00,bakery,Croissant,,85,46.75,2,170,76.5,0.45,to go,mobile,F,TRUE,69,afternoon,FALSE,TRUE,7.514232411,moderate,20/1/2024,Saturday,3
alpha,alpha034218,20/1/2024 15:22:00,bakery,Donut,,40,12,2,80,56,0.7,to go,mobile,F,TRUE,69,afternoon,FALSE,TRUE,7.514232411,moderate,20/1/2024,Saturday,3
alpha,alpha034219,20/1/2024 15:33:00,smoothie,Kiwi Smoothie,0.25,90,40.5,3,270,148.5,0.55,to go,credit card,F,FALSE,,afternoon,FALSE,TRUE,5.771513584,moderate,20/1/2024,Saturday,3
alpha,alpha034220,20/1/2024 15:34:00,smoothie,Mango Smoothie,0.25,90,31.5,1,90,58.5,0.65,eat in,credit card,F,FALSE,,afternoon,FALSE,TRUE,2.764320447,short,20/1/2024,Saturday,3
alpha,alpha034221,20/1/2024 15:40:00,bakery,Sandwich,,80,28,1,80,52,0.65,eat in,credit card,M,FALSE,,afternoon,FALSE,TRUE,4.97087975,short,20/1/2024,Saturday,3
alpha,alpha034221,20/1/2024 15:40:00,bakery,Donut,,40,12,1,40,28,0.7,eat in,credit card,M,FALSE,,afternoon,FALSE,TRUE,4.97087975,short,20/1/2024,Saturday,3
alpha,alpha034222,20/1/2024 15:47:00,bakery,Muffin,,60,27,1,60,33,0.55,delivery,mobile,F,TRUE,1664,afternoon,FALSE,TRUE,3.038390587,short,20/1/2024,Saturday,3
