branch,order_id,order_dt,category,menu,sweet_level,qty,price,cost,trans_type,payment,gender,membership,order_wait_time
beta,beta22-002897,2022-02-03 11:52:00,bakery,Cheese Cake,,3,120,80,to go,mobile,F,True,5.328467346642222
beta,beta22-002898,2022-02-03 11:53:00,bakery,Cheese Cake,,1,120,80,eat in,mobile,M,True,4.231859669584607
beta,beta22-002899,2022-02-03 12:03:00,coffee,Espresso,0.75,1,55,30,eat in,mobile,F,True,3.88205024248175
beta,beta22-002900,2022-02-03 12:10:00,coffee,Latte,1.0,1,70,35,to go,mobile,M,True,4.306787753649226
beta,beta22-002901,2022-02-03 12:19:00,bakery,Croissant,,1,85,50,eat in,mobile,M,False,6.179227278731885
beta,beta22-002901,2022-02-03 12:19:00,tea,Bubble Tea,0.75,1,70,30,eat in,mobile,M,False,7.679227278731885
beta,beta22-002902,2022-02-03 12:22:00,coffee,Black Coffee,0.5,1,45,20,to go,mobile,F,True,3.750200374613936
beta,beta22-002903,2022-02-03 12:22:00,coffee,Iced Coffee,0.0,1,60,30,to go,mobile,F,True,3.116452567407407
beta,beta22-002903,2022-02-03 12:22:00,bakery,Sandwich,,1,80,30,to go,mobile,F,True,4.616452567407407
beta,beta22-002904,2022-02-03 12:36:00,coffee,Mocha,0.75,2,70,35,eat in,mobile,M,True,7.50921359940045
beta,beta22-002905,2022-02-03 12:36:00,tea,Yuzu Tea,0.75,1,70,30,eat in,mobile,F,True,4.306010918897906
beta,beta22-002906,2022-02-03 12:45:00,smoothie,Strawberry Smoothie,0.75,1,85,45,to go,cash,M,True,5.4255606761846344
beta,beta22-002907,2022-02-03 12:47:00,coffee,Mocha,0.75,1,70,35,to go,mobile,M,False,2.803990086955747
beta,beta22-002908,2022-02-03 12:54:00,tea,Yuzu Tea,0.75,1,70,30,to go,cash,F,True,4.691812624148693
beta,beta22-002909,2022-02-03 12:54:00,tea,Black Tea,0.75,1,45,20,eat in,mobile,M,True,6.018921832315236
beta,beta22-002910,2022-02-03 12:56:00,smoothie,Kiwi Smoothie,0.5,2,90,50,eat in,mobile,F,True,2.3035600666803226
beta,beta22-002982,2022-02-04 11:13:00,smoothie,Watermelon Smoothie,0.75,2,75,40,eat in,mobile,M,True,6.132771165938073
beta,beta22-002983,2022-02-04 11:19:00,coffee,Latte,0.25,1,70,35,delivery,mobile,F,True,2.48799958396842
beta,beta22-002984,2022-02-04 11:25:00,tea,Bubble Tea,0.5,2,70,30,eat in,mobile,F,True,4.180558684992876
beta,beta22-002985,2022-02-04 11:33:00,coffee,Iced Coffee,0.25,3,60,30,to go,mobile,F,True,6.880946388333798
beta,beta22-002986,2022-02-04 11:37:00,tea,Green Tea,1.0,1,65,30,eat in,mobile,F,True,4.071495049796478
beta,beta22-002986,2022-02-04 11:37:00,bakery,Muffin,,1,60,30,eat in,mobile,F,True,5.571495049796478
beta,beta22-002987,2022-02-04 11:38:00,smoothie,Strawberry Smoothie,1.0,2,85,45,eat in,mobile,F,True,7.447655104689632
beta,beta22-002988,2022-02-04 11:47:00,coffee,Mocha Cold Brew,1.0,1,165,55,eat in,mobile,F,True,5.872065162470637
beta,beta22-002989,2022-02-04 11:52:00,coffee,Iced Coffee,0.75,1,60,30,eat in,mobile,M,True,6.341673148490466
beta,beta22-002990,2022-02-04 11:54:00,bakery,Sandwich,,1,80,30,to go,mobile,M,True,7.410284667912633
beta,beta22-002991,2022-02-04 12:00:00,coffee,Latte,0.75,3,70,35,to go,mobile,F,True,7.220094353155169
beta,beta22-002991,2022-02-04 12:00:00,bakery,Croissant,,3,85,50,to go,mobile,F,True,8.720094353155169
beta,beta22-002992,2022-02-04 12:01:00,tea,Thai Tea,0.5,2,70,30,eat in,mobile,F,True,4.637087820103751
beta,beta22-002993,2022-02-04 12:03:00,tea,Thai Tea,1.0,3,70,30,to go,mobile,F,False,6.439586576240747
beta,beta22-002994,2022-02-04 12:07:00,tea,Bubble Tea,0.75,3,70,30,to go,mobile,M,True,4.386932276592015
beta,beta22-002995,2022-02-04 12:28:00,coffee,Latte,0.5,1,70,35,to go,credit card,F,True,2.3128542416854203
beta,beta22-002996,2022-02-04 12:32:00,coffee,Classic Black Cold Brew,0.0,1,100,35,eat in,mobile,F,False,7.002649584520413
beta,beta22-002997,2022-02-04 12:37:00,bakery,Donut,,2,40,15,eat in,mobile,F,True,2.8835117432339885
beta,beta22-002997,2022-02-04 12:37:00,bakery,Croissant,,2,85,50,eat in,mobile,F,True,4.3835117432339885
beta,beta22-002998,2022-02-04 12:38:00,tea,Black Tea,0.25,1,45,20,to go,mobile,F,True,6.552923827426865
beta,beta22-002999,2022-02-04 12:41:00,coffee,Mocha,0.75,2,70,35,eat in,mobile,F,True,2.6962672402589547
beta,beta22-003000,2022-02-04 12:42:00,coffee,Iced Coffee,0.75,1,60,30,to go,mobile,F,True,4.023291726676987
beta,beta22-003001,2022-02-04 12:43:00,bakery,Sandwich,,1,80,30,to go,mobile,M,False,4.574802691875377
beta,beta22-003002,2022-02-04 12:43:00,coffee,Mocha,1.0,1,70,35,eat in,mobile,M,True,6.123488780059068
beta,beta22-003003,2022-02-04 12:43:00,coffee,Cappuccino,0.75,2,75,40,eat in,mobile,F,False,3.8780547267304146
beta,beta22-003004,2022-02-04 12:45:00,coffee,Latte,0.0,1,70,35,eat in,mobile,M,True,6.428264019086396
beta,beta22-003004,2022-02-04 12:45:00,bakery,Croissant,,1,85,50,eat in,mobile,M,True,7.928264019086396
beta,beta22-003075,2022-02-05 11:14:00,tea,Thai Tea,0.75,2,70,30,delivery,credit card,M,False,4.138477021191223
beta,beta22-003076,2022-02-05 11:25:00,tea,Green Tea,0.75,1,65,30,to go,mobile,F,True,6.10911617407025
beta,beta22-003077,2022-02-05 11:28:00,tea,Thai Tea,0.0,1,70,30,eat in,cash,F,True,7.741837132539651
beta,beta22-003078,2022-02-05 11:31:00,tea,Bubble Tea,0.75,3,70,30,to go,mobile,M,True,2.9196272719956244
beta,beta22-003079,2022-02-05 11:32:00,coffee,Mocha,0.5,3,70,35,delivery,mobile,F,True,6.062216811477762
beta,beta22-003079,2022-02-05 11:32:00,coffee,Iced Coffee,0.25,1,60,30,delivery,mobile,F,True,6.062216811477762
beta,beta22-003080,2022-02-05 11:47:00,coffee,Latte,0.5,2,70,35,eat in,mobile,M,False,3.039280015860081
beta,beta22-003081,2022-02-05 11:51:00,tea,Yuzu Tea,0.25,2,70,30,eat in,mobile,F,False,3.1084471606470157
beta,beta22-003082,2022-02-05 11:57:00,tea,Bubble Tea,0.25,1,70,30,eat in,cash,M,True,6.2084940687635894
beta,beta22-003083,2022-02-05 12:07:00,coffee,Espresso,0.0,1,55,30,eat in,mobile,F,True,3.287188020262648
beta,beta22-003083,2022-02-05 12:07:00,bakery,Donut,,1,40,15,eat in,mobile,F,True,4.787188020262648
beta,beta22-003084,2022-02-05 12:07:00,tea,Thai Tea,1.0,1,70,30,to go,mobile,M,True,3.4699248610976223
beta,beta22-003085,2022-02-05 12:20:00,bakery,Croissant,,3,85,50,to go,mobile,F,True,7.143952864439887
beta,beta22-003086,2022-02-05 12:22:00,smoothie,Kiwi Smoothie,0.25,4,90,50,to go,mobile,F,True,8.95804543209473
beta,beta22-003087,2022-02-05 12:25:00,coffee,Mocha,0.0,1,70,35,to go,credit card,F,True,3.5550144399467056
beta,beta22-003087,2022-02-05 12:25:00,bakery,Muffin,,1,60,30,to go,credit card,F,True,5.055014439946706
beta,beta22-003126,2022-02-06 11:28:00,smoothie,Strawberry Smoothie,0.75,3,85,45,to go,mobile,F,False,4.44820247250089
beta,beta22-003127,2022-02-06 11:55:00,coffee,Espresso,0.75,1,55,30,to go,credit card,F,True,4.796400576845485
beta,beta22-003128,2022-02-06 12:09:00,coffee,Iced Coffee,0.75,1,60,30,to go,cash,F,True,4.169159769409027
beta,beta22-003129,2022-02-06 12:16:00,coffee,Iced Coffee,0.25,1,60,30,eat in,credit card,M,False,4.713865673540683
beta,beta22-003130,2022-02-06 12:25:00,tea,Bubble Tea,1.0,1,70,30,eat in,mobile,M,True,5.6122906824756
beta,beta22-003131,2022-02-06 12:27:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,M,True,3.705795680865413
beta,beta22-003132,2022-02-06 12:38:00,smoothie,Mango Smoothie,0.0,1,90,45,delivery,mobile,F,True,8.697215810958841
beta,beta22-003132,2022-02-06 12:38:00,tea,Green Tea,0.5,3,65,30,delivery,mobile,F,True,11.697215810958841
beta,beta22-003133,2022-02-06 12:39:00,smoothie,Watermelon Smoothie,0.75,1,75,40,eat in,mobile,F,True,5.966485594793828
beta,beta22-003133,2022-02-06 12:39:00,bakery,Muffin,,1,60,30,eat in,mobile,F,True,7.466485594793828
beta,beta22-003134,2022-02-06 12:57:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,M,True,4.558546591446254
beta,beta22-003191,2022-02-07 11:23:00,coffee,Iced Coffee,0.25,1,60,30,to go,mobile,F,True,6.3162612864876175
beta,beta22-003191,2022-02-07 11:23:00,bakery,Muffin,,1,60,30,to go,mobile,F,True,7.8162612864876175
beta,beta22-003192,2022-02-07 11:28:00,smoothie,Strawberry Smoothie,0.25,1,85,45,to go,mobile,M,True,2.72806749588866
beta,beta22-003193,2022-02-07 11:32:00,coffee,Latte,1.0,1,70,35,to go,mobile,F,True,3.203306293474216
beta,beta22-003194,2022-02-07 11:36:00,tea,Black Tea,0.25,1,45,20,delivery,mobile,F,False,4.79194700766713
beta,beta22-003195,2022-02-07 11:40:00,coffee,Espresso,0.0,3,55,30,to go,mobile,M,True,8.1957464560274
beta,beta22-003196,2022-02-07 11:47:00,smoothie,Watermelon Smoothie,1.0,1,75,40,eat in,mobile,F,True,7.272884080616171
beta,beta22-003197,2022-02-07 11:48:00,tea,Bubble Tea,0.25,4,70,30,to go,mobile,F,True,8.556516131040798
beta,beta22-003198,2022-02-07 11:53:00,coffee,Americano,0.25,1,45,25,to go,mobile,F,True,3.6609441872425053
beta,beta22-003199,2022-02-07 11:55:00,coffee,Iced Coffee,0.75,4,60,30,to go,mobile,F,True,6.658364124268186
beta,beta22-003200,2022-02-07 12:02:00,tea,Bubble Tea,0.75,1,70,30,to go,mobile,M,True,5.065848265404965
beta,beta22-003201,2022-02-07 12:04:00,bakery,Cookies,,3,85,45,to go,mobile,M,True,7.079244796902773
beta,beta22-003202,2022-02-07 12:06:00,tea,Thai Tea,0.75,1,70,30,to go,gift card,M,False,1.9038045216827566
beta,beta22-003203,2022-02-07 12:06:00,coffee,Iced Coffee,0.25,4,60,30,to go,gift card,F,True,6.330257033710991
beta,beta22-003204,2022-02-07 12:07:00,tea,Thai Tea,0.75,2,70,30,to go,mobile,F,True,4.161416322812879
beta,beta22-003205,2022-02-07 12:10:00,coffee,Espresso,0.0,1,55,30,to go,mobile,F,True,4.149185836353033
beta,beta22-003206,2022-02-07 12:13:00,tea,Bubble Tea,1.0,3,70,30,to go,credit card,M,True,10.155002002641353
beta,beta22-003207,2022-02-07 12:14:00,bakery,Sandwich,,1,80,30,delivery,mobile,F,True,7.088293662575005
beta,beta22-003207,2022-02-07 12:14:00,bakery,Cookies,,1,85,45,delivery,mobile,F,True,8.588293662575005
beta,beta22-003208,2022-02-07 12:14:00,tea,Yuzu Tea,0.75,1,70,30,to go,mobile,M,True,6.504806700827039
beta,beta22-003209,2022-02-07 12:19:00,bakery,Croissant,,3,85,50,to go,mobile,F,True,4.8314159286204195
beta,beta22-003210,2022-02-07 12:21:00,smoothie,Kiwi Smoothie,1.0,1,90,50,to go,mobile,M,False,4.045466578393166
beta,beta22-003211,2022-02-07 12:30:00,smoothie,Kiwi Smoothie,1.0,1,90,50,to go,mobile,F,True,2.5588858796946665
beta,beta22-003212,2022-02-07 12:33:00,bakery,Sandwich,,1,80,30,eat in,mobile,M,True,5.900147516353748
beta,beta22-003212,2022-02-07 12:33:00,smoothie,Kiwi Smoothie,0.0,1,90,50,eat in,mobile,M,True,7.400147516353748
beta,beta22-003213,2022-02-07 12:34:00,coffee,Mocha,0.75,1,70,35,to go,mobile,M,False,4.046948675534875
beta,beta22-003214,2022-02-07 12:34:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,F,True,3.941203720116117
beta,beta22-003215,2022-02-07 12:40:00,smoothie,Kiwi Smoothie,0.75,2,90,50,eat in,mobile,M,True,5.08781744727558
beta,beta22-003303,2022-02-08 11:03:00,tea,Thai Tea,0.0,1,70,30,eat in,cash,M,True,2.3646355126009553
beta,beta22-003304,2022-02-08 11:19:00,smoothie,Kiwi Smoothie,0.5,1,90,50,to go,mobile,F,False,2.9004846161080997
beta,beta22-003305,2022-02-08 11:33:00,coffee,Iced Coffee,0.0,2,60,30,to go,cash,F,True,8.397427825905226
beta,beta22-003306,2022-02-08 11:33:00,bakery,Muffin,,2,60,30,eat in,mobile,F,True,4.573491949572192
beta,beta22-003307,2022-02-08 11:37:00,bakery,Muffin,,1,60,30,to go,mobile,F,True,5.429892363275795
beta,beta22-003307,2022-02-08 11:37:00,coffee,Mocha,1.0,1,70,35,to go,mobile,F,True,6.929892363275795
beta,beta22-003308,2022-02-08 11:41:00,tea,Jasmine Tea,0.75,3,55,25,to go,mobile,F,True,9.924670381728362
beta,beta22-003309,2022-02-08 11:41:00,tea,Bubble Tea,0.75,2,70,30,to go,mobile,M,True,7.5185414581579835
beta,beta22-003310,2022-02-08 11:44:00,coffee,Americano,0.0,2,45,25,to go,gift card,M,False,5.664701608965232
beta,beta22-003311,2022-02-08 11:50:00,bakery,Muffin,,2,60,30,to go,mobile,M,True,4.944086172051248
beta,beta22-003312,2022-02-08 12:03:00,tea,Bubble Tea,0.5,1,70,30,eat in,mobile,F,True,4.839648732479912
beta,beta22-003313,2022-02-08 12:05:00,tea,Yuzu Tea,0.0,1,70,30,to go,mobile,M,True,4.455024196956512
beta,beta22-003313,2022-02-08 12:05:00,bakery,Croissant,,1,85,50,to go,mobile,M,True,5.955024196956512
beta,beta22-003314,2022-02-08 12:11:00,coffee,Iced Coffee,0.0,1,60,30,eat in,mobile,F,True,6.495827743390758
beta,beta22-003315,2022-02-08 12:20:00,coffee,Latte,0.25,4,70,35,to go,mobile,F,True,8.788908770986817
beta,beta22-003316,2022-02-08 12:30:00,tea,Green Tea,0.5,1,65,30,to go,mobile,F,False,5.967110844342574
beta,beta22-003317,2022-02-08 12:32:00,bakery,Donut,,1,40,15,eat in,cash,M,False,4.505577164058112
beta,beta22-003317,2022-02-08 12:32:00,coffee,Espresso,0.0,1,55,30,eat in,cash,M,False,6.005577164058112
beta,beta22-003318,2022-02-08 12:32:00,bakery,Donut,,1,40,15,eat in,mobile,F,True,5.578802202902461
beta,beta22-003319,2022-02-08 12:34:00,coffee,Cappuccino,0.75,1,75,40,eat in,mobile,M,True,4.551395426933405
beta,beta22-003320,2022-02-08 12:41:00,coffee,Cappuccino,0.25,1,75,40,to go,mobile,F,True,1.8347876830529146
beta,beta22-003321,2022-02-08 12:44:00,tea,Bubble Tea,0.75,3,70,30,to go,mobile,M,True,9.015284870494298
beta,beta22-003322,2022-02-08 12:48:00,smoothie,Kiwi Smoothie,0.75,2,90,50,to go,mobile,F,True,4.9649131659262355
beta,beta22-003323,2022-02-08 12:52:00,tea,Yuzu Tea,0.0,1,70,30,to go,mobile,M,True,1.3939107723693471
beta,beta22-003395,2022-02-09 11:06:00,tea,Bubble Tea,0.25,1,70,30,eat in,mobile,F,True,4.608962505498658
beta,beta22-003396,2022-02-09 11:11:00,smoothie,Strawberry Smoothie,0.75,1,85,45,to go,mobile,M,True,1.9602004486669315
beta,beta22-003397,2022-02-09 11:11:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,M,True,4.3427455742354
beta,beta22-003398,2022-02-09 11:21:00,smoothie,Kiwi Smoothie,0.75,2,90,50,eat in,mobile,F,True,3.234301708507852
beta,beta22-003399,2022-02-09 11:30:00,smoothie,Strawberry Smoothie,0.5,1,85,45,to go,mobile,F,False,2.598082188061517
beta,beta22-003400,2022-02-09 11:46:00,smoothie,Kiwi Smoothie,0.75,2,90,50,eat in,mobile,F,True,6.290967049565829
beta,beta22-003401,2022-02-09 12:01:00,coffee,Mocha Cold Brew,0.5,1,165,55,eat in,credit card,F,True,5.315732891874531
beta,beta22-003402,2022-02-09 12:05:00,coffee,Mocha,0.0,3,70,35,to go,mobile,F,True,5.81926441693047
beta,beta22-003403,2022-02-09 12:06:00,coffee,Latte,0.5,2,70,35,to go,cash,M,False,6.904637457782768
beta,beta22-003404,2022-02-09 12:07:00,coffee,Espresso,0.5,1,55,30,delivery,mobile,F,False,2.2690510021512558
beta,beta22-003405,2022-02-09 12:08:00,coffee,Mocha,1.0,2,70,35,eat in,mobile,M,True,5.862371464318328
beta,beta22-003406,2022-02-09 12:16:00,bakery,Croissant,,1,85,50,eat in,mobile,F,True,7.164745190051184
beta,beta22-003407,2022-02-09 12:23:00,coffee,Black Coffee,0.75,1,45,20,to go,mobile,F,True,1.212708974132092
beta,beta22-003408,2022-02-09 12:24:00,tea,Thai Tea,0.0,1,70,30,to go,mobile,F,True,5.452495685314609
beta,beta22-003409,2022-02-09 12:29:00,coffee,Latte,0.0,1,70,35,eat in,gift card,F,True,3.1644641875467556
beta,beta22-003410,2022-02-09 12:35:00,tea,Green Tea,0.5,3,65,30,to go,mobile,F,True,8.334914402627259
beta,beta22-003411,2022-02-09 12:38:00,coffee,Espresso,0.0,1,55,30,eat in,mobile,F,True,5.969049462294933
beta,beta22-003412,2022-02-09 12:52:00,tea,Thai Tea,0.25,1,70,30,to go,mobile,F,True,5.553614782592736
beta,beta22-003412,2022-02-09 12:52:00,bakery,Sandwich,,1,80,30,to go,mobile,F,True,7.053614782592736
beta,beta22-003413,2022-02-09 12:53:00,coffee,Americano,0.75,1,45,25,to go,mobile,F,True,2.6035621894874703
beta,beta22-003414,2022-02-09 12:57:00,coffee,Cappuccino,1.0,1,75,40,eat in,gift card,M,True,2.2238172510407677
beta,beta22-003414,2022-02-09 12:57:00,bakery,Sandwich,,1,80,30,eat in,gift card,M,True,3.7238172510407677
beta,beta22-003415,2022-02-09 12:59:00,bakery,Donut,,2,40,15,eat in,mobile,F,False,5.205940131508233
beta,beta22-003486,2022-02-10 11:15:00,tea,Thai Tea,0.75,2,70,30,eat in,cash,F,True,3.511110191042685
beta,beta22-003487,2022-02-10 11:16:00,tea,Bubble Tea,0.5,1,70,30,to go,mobile,F,False,5.329014588318934
beta,beta22-003488,2022-02-10 11:31:00,smoothie,Strawberry Smoothie,0.25,2,85,45,eat in,mobile,F,True,5.435067233844034
beta,beta22-003488,2022-02-10 11:31:00,bakery,Sandwich,,2,80,30,eat in,mobile,F,True,6.935067233844034
beta,beta22-003489,2022-02-10 11:37:00,bakery,Muffin,,1,60,30,eat in,mobile,M,True,3.930849914001242
beta,beta22-003490,2022-02-10 11:37:00,tea,Yuzu Tea,0.0,1,70,30,delivery,mobile,F,True,6.305320504801542
beta,beta22-003491,2022-02-10 11:41:00,bakery,Donut,,3,40,15,to go,cash,F,True,7.42631228537099
beta,beta22-003491,2022-02-10 11:41:00,coffee,Espresso,1.0,3,55,30,to go,cash,F,True,8.92631228537099
beta,beta22-003492,2022-02-10 11:44:00,coffee,Mocha,0.5,1,70,35,to go,mobile,F,True,2.997945902618452
beta,beta22-003493,2022-02-10 11:46:00,tea,Green Tea,0.25,2,65,30,to go,mobile,M,False,3.865704728043754
beta,beta22-003494,2022-02-10 11:48:00,tea,Bubble Tea,0.5,1,70,30,eat in,mobile,F,True,5.97147960490137
beta,beta22-003495,2022-02-10 11:52:00,tea,Yuzu Tea,0.75,1,70,30,to go,mobile,M,True,5.2374994573599825
beta,beta22-003496,2022-02-10 12:13:00,smoothie,Mango Smoothie,0.75,2,90,45,eat in,gift card,F,True,6.256875059050151
beta,beta22-003497,2022-02-10 12:18:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,M,True,3.273857106968366
beta,beta22-003498,2022-02-10 12:23:00,coffee,Iced Coffee,1.0,2,60,30,eat in,mobile,F,False,8.955967081128767
beta,beta22-003499,2022-02-10 12:25:00,tea,Black Tea,0.0,1,45,20,eat in,mobile,F,True,5.279159026694004
beta,beta22-003500,2022-02-10 12:27:00,tea,Green Tea,0.25,2,65,30,to go,mobile,M,False,4.563639606153174
beta,beta22-003501,2022-02-10 12:52:00,coffee,Latte,0.25,3,70,35,delivery,mobile,M,True,6.456118898120365
beta,beta22-003576,2022-02-11 11:06:00,tea,Thai Tea,0.25,1,70,30,to go,mobile,F,True,6.780386240844412
beta,beta22-003577,2022-02-11 11:09:00,tea,Yuzu Tea,1.0,2,70,30,eat in,mobile,F,True,7.756080621665378
beta,beta22-003578,2022-02-11 11:10:00,coffee,Americano,0.5,2,45,25,eat in,gift card,F,True,3.169856105393306
beta,beta22-003579,2022-02-11 11:12:00,tea,Green Tea,0.75,1,65,30,to go,mobile,F,True,6.310639879660719
beta,beta22-003580,2022-02-11 11:19:00,coffee,Iced Coffee,0.5,2,60,30,eat in,mobile,F,True,6.895364675055993
beta,beta22-003582,2022-02-11 11:20:00,tea,Green Tea,0.75,1,65,30,eat in,mobile,F,True,2.7250087173276407
beta,beta22-003583,2022-02-11 11:36:00,bakery,Sandwich,,1,80,30,to go,credit card,M,False,5.025605756183194
beta,beta22-003584,2022-02-11 11:38:00,coffee,Cappuccino,0.75,3,75,40,to go,mobile,F,True,6.777125782195462
beta,beta22-003585,2022-02-11 11:39:00,coffee,Espresso,0.25,1,55,30,eat in,mobile,F,True,4.746557993377968
beta,beta22-003586,2022-02-11 11:44:00,coffee,Latte,1.0,1,70,35,to go,mobile,M,True,4.168220817514281
beta,beta22-003587,2022-02-11 11:48:00,tea,Thai Tea,0.75,1,70,30,delivery,mobile,M,True,5.273072333537791
beta,beta22-003588,2022-02-11 11:52:00,coffee,Espresso,0.75,1,55,30,eat in,mobile,F,False,4.44958893008831
beta,beta22-003589,2022-02-11 11:55:00,bakery,Cookies,,2,85,45,eat in,mobile,F,False,3.2917514203371416
beta,beta22-003590,2022-02-11 11:59:00,tea,Black Tea,0.75,1,45,20,eat in,mobile,F,True,6.655402350815364
beta,beta22-003591,2022-02-11 12:02:00,tea,Bubble Tea,0.0,1,70,30,to go,mobile,M,True,6.600599530450927
beta,beta22-003592,2022-02-11 12:02:00,coffee,Mocha,0.75,2,70,35,to go,gift card,M,True,6.747231151054727
beta,beta22-003593,2022-02-11 12:07:00,tea,Yuzu Tea,0.75,5,70,30,delivery,mobile,M,True,9.428880609463224
beta,beta22-003594,2022-02-11 12:14:00,coffee,Iced Coffee,0.5,1,60,30,to go,mobile,F,True,7.397012840472225
beta,beta22-003595,2022-02-11 12:16:00,tea,Yuzu Tea,0.0,2,70,30,eat in,mobile,M,True,3.79985893022035
beta,beta22-003596,2022-02-11 12:16:00,coffee,Americano,0.5,1,45,25,to go,mobile,F,True,5.224586809350154
beta,beta22-003597,2022-02-11 12:17:00,coffee,Iced Coffee,0.25,1,60,30,eat in,mobile,F,True,5.994652519039438
beta,beta22-003598,2022-02-11 12:19:00,bakery,Cookies,,1,85,45,eat in,mobile,M,True,3.7001644853996636
beta,beta22-003599,2022-02-11 12:27:00,coffee,Mocha,0.5,1,70,35,eat in,mobile,F,False,4.6478711804144055
beta,beta22-003600,2022-02-11 12:28:00,tea,Thai Tea,0.75,4,70,30,to go,mobile,F,True,6.168365790293557
beta,beta22-003601,2022-02-11 12:28:00,coffee,Iced Coffee,0.5,1,60,30,eat in,credit card,F,False,5.606049659045449
beta,beta22-003602,2022-02-11 12:28:00,coffee,Mocha,1.0,1,70,35,eat in,mobile,M,True,4.679190255230658
beta,beta22-003603,2022-02-11 12:29:00,tea,Green Tea,0.0,1,65,30,to go,gift card,M,True,6.448021518828448
beta,beta22-003604,2022-02-11 12:31:00,bakery,Cheese Cake,,1,120,80,to go,mobile,F,False,1.8359988580887903
beta,beta22-003605,2022-02-11 12:39:00,tea,Thai Tea,0.75,2,70,30,eat in,cash,F,True,1.6079823062261953
beta,beta22-003606,2022-02-11 12:41:00,coffee,Latte,0.75,1,70,35,eat in,mobile,F,False,5.416779225824021
beta,beta22-003607,2022-02-11 12:43:00,coffee,Mocha,0.25,1,70,35,eat in,cash,M,True,3.551200729467676
beta,beta22-003608,2022-02-11 12:47:00,tea,Bubble Tea,0.75,1,70,30,eat in,mobile,M,True,7.035718015918041
beta,beta22-003609,2022-02-11 12:50:00,smoothie,Kiwi Smoothie,0.75,2,90,50,eat in,cash,M,False,5.69040569939023
beta,beta22-003610,2022-02-11 12:54:00,coffee,Mocha,0.5,1,70,35,to go,mobile,F,True,4.587532955605238
beta,beta22-003611,2022-02-11 12:54:00,coffee,Iced Coffee,0.75,1,60,30,eat in,mobile,F,True,6.015862414444756
beta,beta22-003675,2022-02-12 11:00:00,coffee,Mocha,0.75,1,70,35,eat in,mobile,F,False,3.5748309164267242
beta,beta22-003676,2022-02-12 11:30:00,coffee,Iced Coffee,0.75,4,60,30,to go,mobile,M,True,9.836713792875436
beta,beta22-003677,2022-02-12 11:41:00,tea,Bubble Tea,0.75,1,70,30,eat in,cash,F,False,3.5002716999997894
beta,beta22-003678,2022-02-12 12:01:00,bakery,Cookies,,2,85,45,to go,mobile,M,True,6.803639530457485
beta,beta22-003679,2022-02-12 12:01:00,tea,Black Tea,0.25,2,45,20,eat in,mobile,F,True,6.237483876951299
beta,beta22-003680,2022-02-12 12:06:00,bakery,Sandwich,,2,80,30,delivery,mobile,F,False,3.4980659989789853
beta,beta22-003680,2022-02-12 12:06:00,bakery,Donut,,2,40,15,delivery,mobile,F,False,4.998065998978985
beta,beta22-003680,2022-02-12 12:06:00,coffee,Americano,0.25,2,45,25,delivery,mobile,F,False,4.998065998978985
beta,beta22-003681,2022-02-12 12:10:00,coffee,Iced Coffee,0.75,3,60,30,to go,mobile,M,True,5.922731280745571
beta,beta22-003682,2022-02-12 12:15:00,tea,Bubble Tea,0.25,1,70,30,to go,mobile,F,True,5.126156715362169
beta,beta22-003683,2022-02-12 12:21:00,bakery,Donut,,2,40,15,eat in,cash,F,True,6.025333184726157
beta,beta22-003684,2022-02-12 12:34:00,coffee,Latte,0.75,1,70,35,to go,mobile,F,True,7.456935961596971
beta,beta22-003685,2022-02-12 12:35:00,tea,Green Tea,0.25,3,65,30,delivery,mobile,M,True,6.250647462680027
beta,beta22-003727,2022-02-13 11:18:00,coffee,Cappuccino,0.75,1,75,40,eat in,mobile,F,False,4.664891291090163
beta,beta22-003728,2022-02-13 11:36:00,coffee,Latte,1.0,1,70,35,to go,mobile,F,True,4.7408205194590956
beta,beta22-003729,2022-02-13 12:06:00,coffee,Latte,0.75,1,70,35,to go,mobile,F,True,5.228177760026124
beta,beta22-003730,2022-02-13 12:40:00,smoothie,Mango Smoothie,0.0,1,90,45,eat in,mobile,M,False,2.7641269062096065
beta,beta22-003731,2022-02-13 12:57:00,tea,Black Tea,0.5,2,45,20,eat in,mobile,M,True,2.6842784009995535
beta,beta22-003788,2022-02-14 11:03:00,tea,Bubble Tea,1.0,4,70,30,to go,mobile,F,True,9.465670323494317
beta,beta22-003788,2022-02-14 11:03:00,bakery,Sandwich,,4,80,30,to go,mobile,F,True,10.965670323494317
beta,beta22-003789,2022-02-14 11:04:00,smoothie,Mango Smoothie,0.5,1,90,45,eat in,mobile,M,True,6.524858377393493
beta,beta22-003789,2022-02-14 11:04:00,bakery,Donut,,1,40,15,eat in,mobile,M,True,8.024858377393493
beta,beta22-003790,2022-02-14 11:06:00,smoothie,Kiwi Smoothie,0.25,2,90,50,to go,cash,M,False,5.1388709087512865
beta,beta22-003791,2022-02-14 11:09:00,smoothie,Strawberry Smoothie,0.75,2,85,45,to go,mobile,F,True,2.725878680514331
